ID	Name	Desc
200194	Supreme Clarity	After [NAME]'s coming of age, they followed the memories of their past life and became a cultivator again, restoring their identity as the descendent of the Supreme Clarity. Having inherited the ways of the Supreme Clarity, [NAME] promised to restore the glory of the old Lord.
200195	Breathtaking Goddess	[NAME] is a goddess who came down to the mortal realm for adventures, known for her beauty and big breasts. Used to be a skilled and experienced player and later became a gaming streamer. These backgrounds have made her very adventurous.
200196	Wandering Healer	[NAME] later went to the frontline and became a medic. Using their extraordinary healing ability, they have saved countless lives, earning the title 'No. 1 Medic'. [NAME]'s cheerful and kind personality has made her the center of her friends. Wherever she goes, she is immediately surrounded by new friends, known to be the 'Social Butterfly'. By accident, [NAME] traveled across time and space to the world of cultivators. What does the future have in store for her?
200197	Forged Liver	[NAME] was a liver. But its owner ofter stay up late, so it became forged and illuminated. It is a pity that its owner cost all his life in a meditation and had to ascend, left his mortal body. So this liver could come out and gained human body. Watching its owner becoming a true immortal, the liver eager to do the same. This liver is called Feiyu Kuangxian by others.
200198	Creator of Demon Law	[NAME]'s original body has created "Demon Law", which is popular among cultivators because its social abilities. He knew well of all ancient cultivator's favourites and is both warm and hospitable. He often invite all kind of cultivators to his sect, then treat them with Sauna Rooms, Euphoria Pills and luxury houses. When they leaves with satisfaction, they will also leave some belongings as a gift of thanks. \n And because the sect is full of waste, as the leader, [NAME] will personally go to each major sect to borrow some materials to develop and build his sect. His greatest wish is that the sect can rise again and become the mainstay of the immortal world. [Name] also inherited his original beliefs.
300001	Enlightened	Originally a [ITEM], [NAME] should have withered away after it completed its usage. Blessed by fortune, however, [NAME] received enlightenment from [TNAME] at [TIME], thus awakened self-consciousness instead and became a Sentient Spirit.
300002	Sentient World	Originally a [ITEM], [NAME] should have withered away after it completed its usage. Blessed by fortune, however, [NAME] accidentally gained inspiration from a thunderstorm at [TIME], thus awakened self-consciousness instead and became a Sentient Spirit.
300003	Sentient World	Originally a [ITEM], [NAME] should have withered away after it completed its usage. Blessed by fortune, however, [NAME] accidentally gained inspiration from a pandemic of noxious air at [TIME], thus awakened self-consciousness instead and became a Sentient Spirit.
300004	Sentient World	Originally a [ITEM], [NAME] should have withered away after it completed its usage. Blessed by fortune, however, [NAME] accidentally gained inspiration from a rainstorm at [TIME], thus awakened self-consciousness instead and became a Sentient Spirit.
300005	Sentient World	Originally a [ITEM], [NAME] should have withered away after it completed its usage. Blessed by fortune, however, [NAME] accidentally gained inspiration from a foehn wind at [TIME], thus awakened self-consciousness instead and became a Sentient Spirit.
300006	Sentient World	Originally a [ITEM], [NAME] should have withered away after it completed its usage. Blessed by fortune, however, [NAME] accidentally gained inspiration from a sandstorm at [TIME], thus awakened self-consciousness instead and became a Sentient Spirit.
300007	Sentient World	Originally a [ITEM], [NAME] should have withered away after it completed its usage. Blessed by fortune, however, [NAME] accidentally gained inspiration from a burst of Qi at [TIME], thus awakened self-consciousness instead and became a Sentient Spirit.
300008	Blessed Awakening	Originally a [ITEM], [NAME] should have withered away after it completed its usage. Blessed by fortune, however, [NAME] accumulated so much blessings after years of being at [TNAME]'s side, it accidentally awakened self-consciousness and became a Sentient Spirit.
300009	Sentient Elixir	[NAME] was originally an elixir, thus will not develop medicine tolerance when taking elixirs for the first time.
300010	Sentient Edible	[NAME] was originally an edible food, thus was naturally born with very high Qi Absorption capabilities.
300011	Sentient Dark Gem	[NAME] was originally a Dark Soul Gem, which increases success rate of specter refinement and Spiritual refinement by 100%.
300012	Sentient Spirit Stone	[NAME] was originally a Spirit Stone, thus was naturally born with a larger amount of Qi.
300013	Sentient Talisman	[NAME] was originally a talisman, which enables it to equip 1 additional talisman.
300014	Sentient Gear	[NAME] was originally a gear, which increases the effects of gears by 100% when equipping them.
300015	Sentient Relic	[NAME] was originally a Feng Shui Relic, which increases the effects of Feng Shui Relics by 100% when under their influence.
300016	Sentient Material	[NAME] was originally a [ITEM]. [NAME] can grow by consuming [ITEM].
300017	Sentient Artifact	[NAME] was originally an artifact. [NAME] can wield artifacts much easier.
300018	Sentient Building	[NAME] was originally a building. [NAME] can reshape its own body by consuming various building materials.
300019	Sentient Plant	[NAME] was originally a plant. [NAME] continues to grow slowly every day.
300020	Sentient Mortal	[NAME]'s original body was worthlessly mundane. Even so, it still received a chance of becoming sentient by the grace of fortune.
300022	Body of Genesis	[NAME]'s body was forged by casting a spell using Fortune Seed. Therefore, [NAME] has a near-perfect body of flesh. It must have been blessed by the grace of fortune itself.
310001	Yaoguai	Shapeshifted from a Yaoguai.
310002	Possession	Shapeshifted from a possessed Yaoguai.
400000	Bear Yaoguai	[NAME]'s original body is that of a bear Yaoguai. While lazy by nature, it has very developed limbs which makes it good at fighting. Its strong body also makes it resistant to cold and all kinds of Five Elements damages.
400001	Rabbit Yaoguai	[NAME]'s original body is that of a rabbit Yaoguai. It has good hearing ability, very fast reaction time and quick thinking. However, it is timid by nature, unsociable and impatient.
400002	Chicken Yaoguai	[NAME]'s original body is that of a chicken Yaoguai, which makes it sleep very little and very hardworking, enabling it to cultivate faster than others. Living in groups has also made it better at socializing.
400003	Wolf Yaoguai	[NAME]'s original body is that of a wolf Yaoguai. Cunning and reliable, it excels in hunting and fighting.
400004	Snake Yaoguai	[NAME]'s original body is that of a snake demon. It is very perceptive and fiercely swift. On the other hand, it has poor hearings, sensitive tastes and is afraid of fire. In ancient times, cultivators of snake Yaoguai tried to shapeshift their bodies into a form resembling dragons, and ended up getting prosecuted by the dragon race and almost went extinct. Therefore, they did not leave much of a secret technique of body refining behind.
400005	Boar Yaoguai	[NAME]'s original body is that of a boar Yaoguai. Savage and ferocious, it has a vigorous body and consumes very large amount of food per meal, and is good at converting food into Stamina. However, it lacks spirituality and intelligence.
400006	Frog Yaoguai	[NAME]'s original body is that of a frog Yaoguai, thus has strong adaptability. The mucus secreted from the surface of its body can help heal most injuries, and its miniature size makes him better at Magic Crafting.
400007	Turtle Yaoguai	[NAME]'s original body is that of a turtle Yaoguai. It moves slowly, but has a very long lifespan and good mentality. Very good at self-protection as well.
400008	Cat Yaoguai	[NAME]'s original body is that of a cat Yaoguai. It is unwilling to do any hard work, but possesses enormous spirituality and charm. It is very good at concealing its movement and has great potential.
400009	Tiger Yaoguai	[NAME]'s original body is that of a tiger Yaoguai. As the king of animals, it is extremely aggressive.
400010	Bull Yaoguai	[NAME]'s original body is that of a bull Yaoguai. Cattle are hardworking and docile animals with a strong body and steady mind, thus it is skilled in agriculture. It also has a unique digestive system, which grants it a greater understanding of the qualities of herbs far beyond others.
400011	Panda Yaoguai	[NAME]'s original body is that of a Panda Yaoguai. Pandas are cute and naive, lazy and naughty. Their bodies are familiar with Yin and Yang, which have some benefit for cultivation.
500001	Patriarch	Transmigrated as the bastard of a noble family. As a bastard, Noah has never had access to many resources of his family. Instead, he often found himself ostracized and suppressed. He eventually finds a way to escape and reach the Royal Academy where his true potential gets unlocked and his future starts to appear bright.
500002	Interdimensional travel	After exploring his world to its fullest, Noah decides to travel toward another world through a dimensional passage.
500003	Alicia's Familiar	Alicia's familiar is a white cat named Snow. When Snow powered up, she can shift into a white tiger.
500004	Portal Gate	When Alicia and Regaleon were in the forest doing there usual business they each saw a portal glowing. They thought it was weird but they were curious and so they were sucked in unknowingly and they just realized they were in another world
500005	Regaleon's Familiar	Regaleon's familiar is a brown falcon named Tempest. When Tempest is powered up, he can shape shift into a red phoenix.
500006	Portal Gate	When Alicia and Regaleon were in the forest doing there usual business they each saw a portal glowing. They thought it was weird but they were curious and so they were sucked in unknowingly and they just realized they were in another world
500007	Fortune Panda	By being the fortune god's oldest but most forgettable disciple, he had always been able to live a long and slothful life. It was until the Heavenly Emperor who wished to celebrate the new year with something spectacular by asking each and every God to have their oldest disicple perform a trick, or feat to show the emperor.  While eventually the cat discple got chosen to Fortune. It was primarily because the Panda who pushed that responsibility to the fortune cat, due to the fact that he was too lazy to do it in the first place. 
500008	Punished Panda	He is the forgotten disciple of the Fortune God and he was sent to the realm as punishment to rebuild his cultivation of fortune after he had done a great disservice to the the Fortune God\nBeing kicked out of the heavenly realm by his master to recultivate the cultivation of heavenly fortune and earn ten million dollars before able to return to the heavenly realm.
500009	Machine Goddess	She was captured as a child and experimented on with a new prototype known as nanobots. After countless experiments, she was the first to survive and became the stronger nanomancer, a mage who uses nanobots as a weapon. However, the scientists kept her chained up using machines against her. However, she was soon saved by a hero and she decided to join his party. Unfortunately, the hero betrayed her over his jealously of her power and she was slain. Reincarnating into a different world, she was now a monster known as a snow girl who can use the power of ice. With ice, she supports her nanobots in combat by freezing her enemies then shattering them with swords and guns made from her nanobots.
500010	Nanomancer	Chaos gave Shiro her favour and allowed her to retain her memories and powers in her next reincarnation.\nShe wakes up alone in the wilderness and is almost eaten by wolves, but her instincts, skills and powers kick in. So she is able to defeat and eat the wolves' mana!
500011	The Tantrum Prince	Kresnik is the Prince of Ritz, bethrothed to Princess ALINEA. When she dies and incarnates into Ara, a young woman in modern day Japan, Kres is also reincarnated into Ara's fiance, Homura Ryuu, heir to the most influential family in Japan.
500012	Fate Arrangement	Reincarnated due to his fate being tied with Alinea's\nKresnik is reborn as Homura Ryuu under a normal reincarnation (it is Alinea who dies and transmigrates)
